object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,object id,period_dynasty,period_century
"32-68/4 A,B",带盖的食品容器,公元19世纪中叶-1834~1866-清,青铜器，清朝（1644-1911）,青铜,未知,总体：12 x 15 1/8英寸（30.48 x 38.42厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3715/lidded-food-vessel?ctx=371f1eae730feda67d30e2f7213f00c68bd02a13&idx=1430,https://art.nelson-atkins.org/internal/media/dispatcher/125630/full,images\nelson-atkins\1430.jpg,购买：威廉・罗克希尔・尼尔森信托,"32-68/4 A,B",2026/5/3,1026,未知,19世纪
45-70/28 F,祭坛上的烛台,公元17世纪~公元20世纪-1644~1911-清,釉，清朝（1644-1911）,釉质分隔,这是giltandenamelcloisonnévesselis isedofan燃烧器在室内，两侧是一对蜡烛和花瓶。这些类型的容器被用于不同的宗教--以保留祭坛。它们将被放置在寺庙、动物陵墓或宗教崇拜中。这些文本代表了我们用精细的石头改造的中国传统物品。古老的神圣青铜器。这位身份的燃烧者来自于美食界的知识，而这些花朵来自于formofagu或葡萄酒。,总体尺寸：24 1/2 x 7英寸（62.23 x 17.78厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3718/candlestick-from-an-altar-set-for-offerings?ctx=371f1eae730feda67d30e2f7213f00c68bd02a13&idx=1432,https://art.nelson-atkins.org/internal/media/dispatcher/145321/full,images\nelson-atkins\1432.jpg,艾拉·C的遗产宽松,45-70/28 F,2026/5/3,1027,清,未知
"55-3/15 A,B",带有葡萄藤边缘的上菜盘,公元18世纪-1795~1795-清,陶瓷，中国出口,瓷,未知,总体尺寸：6 x 12英寸（15.24 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3725/lidded-serving-dish-from-service-with-grape-vine-border?ctx=371f1eae730feda67d30e2f7213f00c68bd02a13&idx=1434,https://art.nelson-atkins.org/internal/media/dispatcher/7157/full,images\nelson-atkins\1434.jpg,海伦娜·伍尔沃斯·麦肯系列，温菲尔德基金会的礼物,"55-3/15 A,B",2026/5/3,1028,未知,未知
31-136/3,马,公元7世纪~公元10世纪-618~906-唐,陶瓷，唐（公元618-906年）,未焙烧粘土,未知,总体：18 1/2 x 18 1/2 x 7 1/4英寸（46.99 x 46.99 x 18.42厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3726/horse?ctx=371f1eae730feda67d30e2f7213f00c68bd02a13&idx=1435,https://art.nelson-atkins.org/internal/media/dispatcher/51719/full,images\nelson-atkins\1435.jpg,购买：威廉・罗克希尔・尼尔森信托,31-136/3,2026/5/3,1029,唐,未知
F75-55/2,兔,公元18世纪-1736~1795-清,陶瓷，干隆时期（1736-1795）,釉面和釉面装饰的饼干瓷器,当被展示在桌子上时，这对兔子会给家人带来爱。在中国，兔子对自己的温柔性格感到嫉妒，而中国民间则告诉他们已经生活在数千年的兔子。兔子的绿色项圈表明它们代表着家养宠物。仔细观察它们的新天地--它们有何不同？,总体尺寸：5 1/2 x 9英寸（13.97 x 22.86厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3730/rabbit?ctx=371f1eae730feda67d30e2f7213f00c68bd02a13&idx=1437,https://art.nelson-atkins.org/internal/media/dispatcher/26563/full,images\nelson-atkins\1437.jpg,购买:大卫·T夫人比尔斯高级基金,F75-55/2,2026/5/3,1030,未知,未知
53-88.1-3,香炉,公元18世纪-1723~1735-清,瓷器，雍正时期（1723-1735）,瓷,未知,总体：4 1/2英寸（11.43厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3731/incense-burner?ctx=371f1eae730feda67d30e2f7213f00c68bd02a13&idx=1438,https://art.nelson-atkins.org/internal/media/dispatcher/35021/full,images/nelson-atkins/53-88.1-3.jpg,购买：威廉・罗克希尔・尼尔森信托,53-88.1-3,2026/5/3,1031,未知,未知
41-15/14,金雉章,公元19世纪-1801~1900-清,纺织，清朝（1644-1911）,丝绸和金属线刺绣,第二个文明等级：“野鸡“的发音和另一个词一样，意思是统治或管理。在文学中，作家们把这种鸟与许多优点联系在一起，如文学才能和军事实力。,总体尺寸：12 x 12英寸（30.48 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3743/golden-pheasant-badge?ctx=371f1eae730feda67d30e2f7213f00c68bd02a13&idx=1439,https://art.nelson-atkins.org/internal/media/dispatcher/127418/full,images\nelson-atkins\1439.jpg,购买：威廉・罗克希尔・尼尔森信托,41-15/14,2026/5/3,1032,未知,19世纪
35-279/43,经封面,公元14世纪~公元17世纪-1368~1644-明,纺织，明代（1368-1644）,缎面锦缎,未知,总体尺寸：13 1/2 x 5 1/8英寸（34.29 x 13.02厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3751/sutra-cover?ctx=66f993f27a606e32477c238348a1dff17ca2f1da&idx=1440,https://art.nelson-atkins.org/internal/media/dispatcher/126978/full,images\nelson-atkins\1440.jpg,购买：威廉・罗克希尔・尼尔森信托,35-279/43,2026/5/3,1033,明,未知
F88-41/48 J,圆扇第二卷,公元17世纪~公元20世纪-1644~1911-清,书籍、版画,彩色和单色木刻印刷品，包括手工装订的文本,未知,总体尺寸：10 7/16 x 5 7/8英寸（26.47 x 14.91厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3763/round-fans-volume-two?ctx=66f993f27a606e32477c238348a1dff17ca2f1da&idx=1442,,,劳伦斯・西克门遗赠 / 史克门遗赠,F88-41/48 J,2026/5/3,1034,清,未知
33-497/1,浅碗,公元18世纪-1723~1735-清,清朝陶瓷（1644-1911）,釉瓷,雍正皇帝在位期间，各种单色釉都得到了完善。工匠使用了不同的矿物储备，包括石灰绿（锑铜）、浅棕色（铁）、紫色（锰）和黄色（钼紫）。这些釉需要两次烧制，第一次是高温下的高温釉面，第二次是低火的彩色釉。有时审美上有图案，例如釉下的龙。然而，它们往往完全是朴素的，或为了视觉效果。这些碗被用来做饭和喝酒，所以烟灰或通常是纯白的。,总体尺寸：2 1/8 x 5 3/4英寸（5.41 x 14.61厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3794/shallow-bowl?ctx=66f993f27a606e32477c238348a1dff17ca2f1da&idx=1443,https://art.nelson-atkins.org/internal/media/dispatcher/48654/full,images\nelson-atkins\1443.jpg,购买：威廉・罗克希尔・尼尔森信托,33-497/1,2026/5/3,1035,未知,未知
33-507/1,碗,公元18世纪-1723~1735-清,清朝陶瓷（1644-1911）,釉面瓷器,雍正皇帝在位期间，各种单色釉都得到了完善。工匠使用了不同的矿物储备，包括石灰绿（锑铜）、浅棕色（铁）、紫色（锰）和黄色（钼紫）。这些釉需要两次烧制，第一次是高温下的高温釉面，第二次是低火的彩色釉。有时审美上有图案，例如釉下的龙。然而，它们往往完全是朴素的，或为了视觉效果。这些碗被用来做饭和喝酒，所以烟灰或通常是纯白的。,总尺寸：2 1/2 × 5 1/2英寸（6.35 × 13.97厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3795/bowl?ctx=66f993f27a606e32477c238348a1dff17ca2f1da&idx=1444,https://art.nelson-atkins.org/internal/media/dispatcher/48684/full,images\nelson-atkins\1444.jpg,购买：威廉・罗克希尔・尼尔森信托,33-507/1,2026/5/3,1036,未知,未知
F88-39/6,Te-hua Ware Standing Bodhidharma,公元17世纪~公元20世纪-1644~1911-清,清朝陶瓷（1644-1911）,青白釉瓷,未知,总体尺寸：11 x 4 1/4 x 3 3/16英寸（27.94 x 10.8 x 8.1厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3801/tehua-ware-standing-bodhidharma?ctx=66f993f27a606e32477c238348a1dff17ca2f1da&idx=1445,https://art.nelson-atkins.org/internal/media/dispatcher/49823/full,images\nelson-atkins\1445.jpg,劳伦斯・西克门遗赠 / 史克门遗赠,F88-39/6,2026/5/3,1037,清,未知
F88-40/6,石榴,公元17世纪~公元20世纪-1644~1911-清,装饰艺术，清朝（1644-1911）,刻木,未知,总体：2 1/16 x 2 3/4 x 2 1/16英寸（5.24 x 6.99 x 5.24厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3802/pomegranate?ctx=66f993f27a606e32477c238348a1dff17ca2f1da&idx=1446,https://art.nelson-atkins.org/internal/media/dispatcher/59824/full,images\nelson-atkins\1446.jpg,劳伦斯・西克门遗赠 / 史克门遗赠,F88-40/6,2026/5/3,1038,清,未知
39-33/4,空洞的天鹅绒,未知,纺织,天鹅绒和丝绸,未知,总体：21 1/4 x 31 1/2英寸（53.98 x 80.01厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3805/voided-velvet?ctx=66f993f27a606e32477c238348a1dff17ca2f1da&idx=1448,https://art.nelson-atkins.org/internal/media/dispatcher/4447/full,images\nelson-atkins\1448.jpg,装饰夫人。J·M·柯蒂斯,39-33/4,2026/5/3,1039,未知,未知
31-136/14,图书馆里的女士,公元18世纪-1701~1800-清,卷轴、绘画,挂卷轴;丝绸上的水墨和色彩,充满书籍、古董和画笔的书房中美丽女性的形象在1700年代的绘画和装饰艺术中很流行。总体而言，这些物体代表了一个人的文化成就，但这些形象也可以表明危险的女主人。画中的女性手握着佛陀的手，举起了水果，既是空气清新剂，也是她个人的香水。Hercoy向观众一瞥，邀请了一次亲密的邂逅。就像一场比赛，为上层阶级服务和官员，她以她的身体美丽和读写能力来娱乐。,图像：68 x 36 1/4英寸（172.72 x 92.08厘米）底座：138 x 43 3/4英寸（350.52 x 111.13厘米）底座（滚筒长度）：49英寸（124.46厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3832/lady-in-the-library?ctx=496e1d37f40d1a26fa5214dbbc4fb4e9890a8d1d&idx=1452,https://art.nelson-atkins.org/internal/media/dispatcher/41262/full,images\nelson-atkins\1452.jpg,购买：威廉・罗克希尔・尼尔森信托,31-136/14,2026/5/3,1040,未知,18世纪
R63-28/3,硬币，铲子形状,公元前11世纪~公元前3世纪-1045~256-周,青铜器，周朝（公元前1045-256年）,青铜,未知,总体：2 1/4 x 1英寸（5.72 x 2.54厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3836/coin-shovelshaped?ctx=496e1d37f40d1a26fa5214dbbc4fb4e9890a8d1d&idx=1453,https://art.nelson-atkins.org/internal/media/dispatcher/45931/full,images\nelson-atkins\1453.jpg,达德利夫妇的礼物C。布朗,R63-28/3,2026/5/3,1041,周,未知
F98-32/7,鼻烟瓶和塞子,公元19世纪-1801~1900-清,鼻烟壶，清朝（1644-1911）,瓷器和琥珀,未知,总体尺寸：3 1/8 x 1 3/16英寸（7.95 x 3.02厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3840/snuff-bottle-and-stopper?ctx=496e1d37f40d1a26fa5214dbbc4fb4e9890a8d1d&idx=1454,https://art.nelson-atkins.org/internal/media/dispatcher/53174/full,images\nelson-atkins\1454.jpg,卢米斯家族纪念玛丽·加里·卢米斯的礼物,F98-32/7,2026/5/3,1042,未知,19世纪
F95-23/12,摩擦,公元20世纪-1901~2000-清/现代,摩擦,墨水在纸上,未知,总体尺寸：12 5/8 x 22 5/8英寸（32.07 x 57.47厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3844/rubbing?ctx=496e1d37f40d1a26fa5214dbbc4fb4e9890a8d1d&idx=1455,https://art.nelson-atkins.org/internal/media/dispatcher/19354/full,images\nelson-atkins\1455.jpg,奥托·惠特曼的礼物,F95-23/12,2026/5/3,1043,未知,20世纪
62-64/1,带牧师帽盖的寺庙花瓶,公元17世纪~公元20世纪-1644~1911-清,装饰艺术，清朝（1644-1911）,白镴,未知,总体尺寸：11 1/4英寸（28.58厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3849/temple-vase-with-priesthat-lid?ctx=496e1d37f40d1a26fa5214dbbc4fb4e9890a8d1d&idx=1456,https://art.nelson-atkins.org/internal/media/dispatcher/59217/full,images\nelson-atkins\1456.jpg,弗朗西斯·比伯的礼物,62-64/1,2026/5/3,1044,清,未知
"35-99 A,B",加盖罐,公元11世纪末~公元12世纪初-1068~1133-宋/辽/金,陶瓷，北宋（960-1127）,富铁釉瓷器,未知,总体尺寸：5 1/4 x 4英寸（13.34 x 10.16厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3880/lidded-jar?ctx=496e1d37f40d1a26fa5214dbbc4fb4e9890a8d1d&idx=1461,https://art.nelson-atkins.org/internal/media/dispatcher/27487/full,"images/nelson-atkins/35-99 A,B.jpg",购买：威廉・罗克希尔・尼尔森信托,"35-99 A,B",2026/5/3,1045,未知,11世纪
51-56/1,站立的鹿,公元17世纪~公元20世纪-1644~1911-清,装饰艺术，清朝（1644-1911）,Jade,未知,总体尺寸：6 x 4 1/4 x 1 3/8英寸（15.24 x 10.8 x 3.49厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3888/standing-deer?ctx=496e1d37f40d1a26fa5214dbbc4fb4e9890a8d1d&idx=1462,https://art.nelson-atkins.org/internal/media/dispatcher/59139/full,images\nelson-atkins\1462.jpg,梅西·霍姆斯夫人的礼物,51-56/1,2026/5/3,1046,清,未知
51-56/28,五只狗,公元17世纪~公元20世纪-1644~1911-清,雕塑，清朝（1644-1911）,蓝宝石,颜料颜料中使用的一些最早的蓝色和绿色颜料是从地下石中制成的，例如天青石、翡翠或进口的青少年。这些颜料和植物与药用性质有关。药物成分的全面指南（本草岗木）。作者李世珍（1518-1593）相信这些物质蕴藏着宇宙的能量，制造了理想的灵丹妙药和药物成分。画家利用同样的哲学，将色彩或储存在山、树和草中，唤起了人类和风景的古老或不朽。数百年来，中国东方人使用了各种各样的颜料材料。创造了独特的风格，艺术家将矿物颜料与靛蓝或合成颜料混合，以静音他们的调色板。,总体：3 1/2 x 2英寸（8.89 x 5.08厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3913/five-dogs?ctx=496e1d37f40d1a26fa5214dbbc4fb4e9890a8d1d&idx=1463,https://art.nelson-atkins.org/internal/media/dispatcher/154010/full,images\nelson-atkins\1463.jpg,梅西·霍姆斯夫人的礼物,51-56/28,2026/5/3,1047,清,未知
F88-39/37,宽碗,公元19世纪~公元20世纪-1875~1908-清,陶瓷，清朝（1662-1722）,釉面瓷釉瓷器,未知,总体尺寸：3 5/16 x 7 1/2英寸（8.41 x 19.05厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3930/wide-bowl?ctx=4be6383b395f9241d0f9a9efd42b55604eab2563&idx=1465,https://art.nelson-atkins.org/internal/media/dispatcher/49834/full,images\nelson-atkins\1465.jpg,劳伦斯・西克门遗赠 / 史克门遗赠,F88-39/37,2026/5/3,1048,未知,未知
35-81/5,杯的碎片,公元前16世纪~公元前11世纪-1600~1045-夏/商/周,商朝陶瓷（公元前1500-1045年）,软质无釉白陶,未知,总体：1 1/2 x 1 3/4 x 1/4英寸（3.81 x 4.45 x 0.64厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3934/pottery-fragment?ctx=4be6383b395f9241d0f9a9efd42b55604eab2563&idx=1467,https://art.nelson-atkins.org/internal/media/dispatcher/51130/full,images\nelson-atkins\1467.jpg,购买：威廉・罗克希尔・尼尔森信托,35-81/5,2026/5/3,1049,元,未知
F88-41/49 H,圆扇第一卷,公元17世纪~公元20世纪-1644~1911-清,书，清朝（1644-1911）,彩色木刻印刷品，带有手工装订的文本,未知,总体尺寸：9 13/16 x 5 7/8英寸（24.94 x 14.91厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3936/round-fans-volume-one?ctx=4be6383b395f9241d0f9a9efd42b55604eab2563&idx=1468,,,劳伦斯・西克门遗赠 / 史克门遗赠,F88-41/49 H,2026/5/3,1050,清,未知
F88-44/250,床神和他的妻子,公元19世纪末~公元20世纪初-1868~1933-清/现代,指纹,木版印刷;纸上的墨水和颜色,贝德和他的妻子们帮助已婚夫妇怀孕，并确保新生儿能够健康成长。,总体尺寸：16 3/4 x 15 5/8英寸（42.55 x 39.69厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3938/the-god-of-the-bed-and-his-wife?ctx=4be6383b395f9241d0f9a9efd42b55604eab2563&idx=1470,https://art.nelson-atkins.org/internal/media/dispatcher/63838/full,images\nelson-atkins\1470.jpg,劳伦斯・西克门遗赠 / 史克门遗赠,F88-44/250,2026/5/3,1051,未知,19世纪
Apr-47,帝国十二符袍,公元18世纪-1736~1795-清,乾隆时期服装（1736-1795）,刺绣和锦缎,未知,总体尺寸：53 1/4 x 75 1/2英寸（135.26 x 191.77厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3950/imperial-12--symbol-robe?ctx=4be6383b395f9241d0f9a9efd42b55604eab2563&idx=1471,https://art.nelson-atkins.org/internal/media/dispatcher/4754/full,images/nelson-atkins/47-4.jpg,购买：威廉・罗克希尔・尼尔森信托,Apr-47,2026/5/3,1052,未知,未知
33-708/1,文华连锁,公元19世纪-1801~1900-清,珠宝，清朝（1644-1911）,漆器、紫水晶和丝绸,未知,总体尺寸：56英寸（142.24厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3968/mandarin-chain?ctx=4be6383b395f9241d0f9a9efd42b55604eab2563&idx=1473,https://art.nelson-atkins.org/internal/media/dispatcher/65855/full,images\nelson-atkins\1473.jpg,购买：威廉・罗克希尔・尼尔森信托,33-708/1,2026/5/3,1053,未知,19世纪
35-40/22,娃娃,公元20世纪-1931~1931-现代,娃娃，香港,未知,未知,总体尺寸：8 3/4英寸（22.23厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3976/dolls?ctx=4be6383b395f9241d0f9a9efd42b55604eab2563&idx=1475,https://art.nelson-atkins.org/internal/media/dispatcher/113738/full,images\nelson-atkins\1475.jpg,H的礼物。G.摩尔纪念多拉·珀尔·摩尔,35-40/22,2026/5/3,1054,未知,未知
F97-37/8,跃马,公元17世纪~公元20世纪-1644~1911-清,装饰艺术，清朝（1644-1911）,象牙、色素和镀金,未知,整体尺寸：4 1/4 × 3 1/4 × 7/8英寸（10.8 × 8.26 × 2.21厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3991/prancing-horse?ctx=25c8702dc66d9cf1ff38e8f5a161afe8d560b068&idx=1478,https://art.nelson-atkins.org/internal/media/dispatcher/59597/full,images\nelson-atkins\1478.jpg,贝蒂·布雷斯·鲁兰的礼物,F97-37/8,2026/5/3,1055,清,未知
2040/3/1,龙图案镜子,公元8世纪-701~800-唐,青铜器，唐（公元618-906年）,银青铜,未知,总体：12 1/4英寸（31.12厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/3997/mirror-with-dragon-motif?ctx=25c8702dc66d9cf1ff38e8f5a161afe8d560b068&idx=1480,https://art.nelson-atkins.org/internal/media/dispatcher/26480/full,images\nelson-atkins\1480.jpg,购买：威廉・罗克希尔・尼尔森信托,2040/3/1,2026/5/3,1056,未知,8世纪
F88-42/25,藏红花黄色圆纹纱布,公元17世纪~公元20世纪-1644~1911-清,纺织，清朝（1644-1911）,细绢,未知,总体：30 1/4英寸（76.84厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4003/saffron-yellow-gauze-with-roundel-patterns?ctx=25c8702dc66d9cf1ff38e8f5a161afe8d560b068&idx=1481,https://art.nelson-atkins.org/internal/media/dispatcher/17818/full,images\nelson-atkins\1481.jpg,劳伦斯・西克门遗赠 / 史克门遗赠,F88-42/25,2026/5/3,1057,清,未知
35-58,怪物面具、棺材把手,公元前3世纪~公元前1世纪-206~9-汉,青铜器，东汉（公元前206年- 9 CE）,镀金青铜,未知,总体：5 x 6 x 1/4英寸（12.7 x 15.24 x 0.64厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4022/monster-mask-handle-for-a-casket?ctx=25c8702dc66d9cf1ff38e8f5a161afe8d560b068&idx=1484,https://art.nelson-atkins.org/internal/media/dispatcher/32700/full,images/nelson-atkins/35-58.jpg,购买：威廉・罗克希尔・尼尔森信托,35-58,2026/5/3,1058,东汉,未知
"76-10/13 C,D",盖推,公元17世纪~公元20世纪-1644~1911-清,清朝陶瓷（1644-1911）,瓷,未知,总体：8 1/2 x 6 3/8英寸（21.59 x 16.21厘米）C：4 1/2英寸（11.43厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4049/lidded-tui?ctx=6f246c663a8b855ecd525cf14c0794f03927a5c3&idx=1488,https://art.nelson-atkins.org/internal/media/dispatcher/49418/full,images\nelson-atkins\1488.jpg,布朗森·特雷弗（Bronson Trevor）赠送的礼物，以纪念他的父亲约翰·B。特雷弗,"76-10/13 C,D",2026/5/3,1059,清,未知
35-321/10,浅层平板,公元17世纪~公元20世纪-1644~1911-清,清朝陶瓷（1644-1911）,釉瓷,未知,总体尺寸：1 3/8 x 6 1/4英寸（3.49 x 15.88厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4056/shallow-plate?ctx=6f246c663a8b855ecd525cf14c0794f03927a5c3&idx=1489,https://art.nelson-atkins.org/internal/media/dispatcher/52808/full,images\nelson-atkins\1489.jpg,购买：威廉・罗克希尔・尼尔森信托,35-321/10,2026/5/3,1060,清,未知
1955/3/8,晚餐服务的拼盘,公元18世纪-1770~1770-清,陶瓷，中国出口,瓷,未知,总体尺寸：14 3/8 x 11英寸（36.53 x 27.94厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4070/platter-from-dinner-service?ctx=6f246c663a8b855ecd525cf14c0794f03927a5c3&idx=1491,https://art.nelson-atkins.org/internal/media/dispatcher/16964/full,images\nelson-atkins\1491.jpg,海伦娜·伍尔沃斯·麦肯系列，温菲尔德基金会的礼物,1955/3/8,2026/5/3,1061,未知,未知
F74-54/2,法特山花园凳,公元19世纪-1801~1900-清,清朝陶瓷（1644-1911）,釉面石器,未知,总体尺寸：20 x 1/2 1/2英寸（50.8 x 31.75厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4077/fatshan-garden-stool?ctx=6f246c663a8b855ecd525cf14c0794f03927a5c3&idx=1493,https://art.nelson-atkins.org/internal/media/dispatcher/19733/full,images\nelson-atkins\1493.jpg,肯尼思·A夫人的礼物斯宾塞,F74-54/2,2026/5/3,1062,未知,19世纪
F88-37/28,香炉,公元6世纪末-568~600-南北/北齐/北周/隋,雕塑，北齐（550-577 C.E.）,镀金青铜,未知,总体：2 1/16 x 1 5/16 x 1/2英寸（5.24 x 3.33 x 1.27厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4086/incense-burner?ctx=6f246c663a8b855ecd525cf14c0794f03927a5c3&idx=1494,https://art.nelson-atkins.org/internal/media/dispatcher/6102/full,images\nelson-atkins\1494.jpg,劳伦斯・西克门遗赠 / 史克门遗赠,F88-37/28,2026/5/3,1063,未知,6世纪
"33-513.1,2",碗,公元16世纪-1522~1566-明,陶器，明代（1522-1566）,皇家瓷器,未知,总尺寸：5 3/8 × 11 3/8英寸（13.65 × 28.89厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4092/bowl?ctx=6f246c663a8b855ecd525cf14c0794f03927a5c3&idx=1495,https://art.nelson-atkins.org/internal/media/dispatcher/113700/full,"images/nelson-atkins/33-513.1,2.jpg",购买：威廉・罗克希尔・尼尔森信托,"33-513.1,2",2026/5/3,1064,明,未知
35-135,一位年长绅士的肖像,公元14世纪~公元17世纪-1368~1644-明,卷轴、绘画,悬挂卷轴;丝绸上的颜色,未知,总体尺寸：39 1/2 x 58 1/2英寸（100.33 x 148.59厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4093/portrait-of-an-elderly-gentleman?ctx=6f246c663a8b855ecd525cf14c0794f03927a5c3&idx=1496,,,购买：威廉・罗克希尔・尼尔森信托,35-135,2026/5/3,1065,明,未知
35-217/16,盔甲套装的围嘴,公元17世纪-1662~1662-清,武器和盔甲，清朝（1644-1911）,钢板鳞甲锦,未知,总尺寸：1/2 3/4 × 13 1/2英寸（32.39 × 34.29厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4130/bib-from-suit-of-armor?ctx=6f246c663a8b855ecd525cf14c0794f03927a5c3&idx=1499,,,购买：威廉・罗克希尔・尼尔森信托,35-217/16,2026/5/3,1066,未知,未知
81-27/40 A,高背扶手椅,公元17世纪末~公元18世纪初-1668~1733-清,家具，清朝（1644-1911）,黄花梨木编织纤维座,未知,总尺寸：44 1/2 × 25 1/2 × 23 1/2英寸（113.03 × 64.77 × 59.69厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4135/highback-armchair?ctx=e40665cf4773f7d453f46ee7554694e282fa92fe&idx=1500,https://art.nelson-atkins.org/internal/media/dispatcher/27545/full,images\nelson-atkins\1500.jpg,乔治·H·夫人的遗产小邦廷,81-27/40 A,2026/5/3,1067,未知,17世纪
F83-44/10,儒家孝道故事二十二例之十,公元17世纪~公元20世纪-1644~1911-清,版画，清朝（1644-1911）,木版画,未知,图像：7 7/8 x 6 1/2英寸（19.99 x 16.51厘米）纸张：10 3/8 x 8 1/4英寸（26.37 x 20.96厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4144/tenth-of-twentytwo-illustrations-of-the-confucian-stories-o?ctx=e40665cf4773f7d453f46ee7554694e282fa92fe&idx=1502,https://art.nelson-atkins.org/internal/media/dispatcher/77917/full,images\nelson-atkins\1502.jpg,劳伦斯·西克曼的礼物,F83-44/10,2026/5/3,1068,清,未知
66-56/2,踏脚到基座,公元18世纪-1701~1800-清,家具，清朝（1644-1911）,黄花梨木,未知,总体：5 1/4 x 33 1/2 x 16 3/8英寸（13.34 x 85.09 x 41.59厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4145/footrest-to-pedestal?ctx=e40665cf4773f7d453f46ee7554694e282fa92fe&idx=1503,https://art.nelson-atkins.org/internal/media/dispatcher/16489/full,images\nelson-atkins\1503.jpg,伊丽莎白·海·贝希特尔的礼物,66-56/2,2026/5/3,1069,未知,18世纪
